Gm#,Date,,Tm,AwayTeam,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,HomeStreak,HomeGame,Index,year
85,201707050,boxscore,TEX,BOS,W,8,2,,41-44,3, 17.0,Cashner,Fister,,2:52,N,"32,276",+,True,1259,2017
84,201707050,boxscore,STL,MIA,L,6,9,,40-44,3, 5.5,McGowan,Leake,Ramos,3:19,N,"40,204",--,True,1260,2017
84,201707050,boxscore,MIN,LAA,L,1,2,,43-41,3, 1.5,Bridwell,Santana,Norris,2:54,N,"19,106",-,True,1261,2017
87,201707050,boxscore,MIL,BAL,W,4,0,,47-40,1,up 3.5,Garza,Aquino,,3:04,N,"27,734",+++,True,1262,2017
83,201707050,boxscore,CLE,SDP,L,2,6,,44-39,1,up 0.5,Perdomo,Bauer,,3:21,N,"18,765",--,True,1263,2017
86,201707050,boxscore,SEA,KCR,L,6,9,10,41-45,4, 17.5,Minor,Pazos,Herrera,3:34,N,"15,157",---,True,1264,2017
87,201707050,boxscore,COL,CIN,W,5,3,,50-37,3, 7.5,Gray,Feldman,Holland,3:24,N,"32,188",+,True,1265,2017
83,201707050,boxscore,PHI,PIT,L,2,5,,28-55,5, 21.5,Cole,Lively,Rivero,3:16,N,"19,099",--,True,1266,2017
83,201707050,boxscore,DET,SFG,L,4,5,,37-46,4, 7.0,Blach,Norris,Dyson,3:18,N,"26,613",-,True,1267,2017
84,201707050,boxscore,CHC,TBR,W,7,3,,42-42,2, 3.5,Strop,Ramirez,,3:10,D,"39,855",+,True,1268,2017
84,201707060,boxscore,DET,SFG,W,6,2,,38-46,4, 7.0,Sanchez,Stratton,,2:38,D,"27,210",+,True,1269,2017
88,201707060,boxscore,COL,CIN,L,3,6,,50-38,3, 8.5,Romano,Chatwood,,3:04,D,"27,328",-,True,1270,2017
87,201707060,boxscore,LAD,ARI,W-wo,5,4,,58-29,1,up 5.5,Fields,Rodney,,3:07,N,"41,999",+++,True,1271,2017
87,201707060,boxscore,TBR,BOS,W,4,1,,45-42,3, 4.5,Faria,Sale,Colome,2:43,N,"23,375",+,True,1272,2017
84,201707060,boxscore,PHI,PIT,L,3,6,,28-56,5, 21.5,Kuhl,Benoit,Nicasio,2:58,N,"33,059",---,True,1273,2017
85,201707060,boxscore,STL,MIA,W,4,3,,41-44,3, 5.5,Wacha,Koehler,Oh,3:11,D,"37,780",+,True,1274,2017
84,201707060,boxscore,CLE,SDP,W,11,2,,45-39,1,up 1.0,Tomlin,Lamet,,3:08,N,"19,057",+,True,1275,2017
85,201707060,boxscore,CHC,MIL,L,2,11,,42-43,2, 4.5,Davies,Montgomery,,3:11,D,"41,576",-,True,1276,2017
85,201707060,boxscore,WSN,ATL,L,2,5,,50-35,1,up 8.5,Foltynewicz,Gonzalez,Johnson,3:10,N,"22,724",-,True,1277,2017
87,201707060,boxscore,SEA,OAK,L,4,7,,41-46,4, 17.5,Blackburn,Gaviglio,,2:56,N,"18,368",----,True,1278,2017
85,201707060,boxscore,TOR,HOU,W,7,4,,40-45,4, 8.5,Liriano,McCullers,Osuna,3:18,N,"40,949",+++,True,1279,2017
85,201707060,boxscore,MIN,BAL,W,6,4,,44-41,3, 1.5,Berrios,Bundy,Kintzler,3:03,N,"19,706",+,True,1280,2017
88,201707070,boxscore,SFG,MIA,L,1,6,,34-54,5, 25.0,Straily,Moore,,2:40,N,"41,510",--,True,1281,2017
88,201707070,boxscore,SEA,OAK,W,7,2,,42-46,4, 17.5,Paxton,Manaea,,2:39,N,"22,213",+,True,1282,2017
89,201707070,boxscore,COL,CHW,W,12,4,,51-38,3, 8.5,Marquez,Holland,,3:08,N,"38,386",+,True,1283,2017
86,201707070,boxscore,TOR,HOU,L,2,12,,40-46,4, 9.5,Morton,Sanchez,,3:00,N,"37,332",-,True,1284,2017
86,201707070,boxscore,MIN,BAL,W,9,6,,45-41,2, 1.5,Hildenberger,Castro,Kintzler,3:13,N,"28,668",++,True,1285,2017
86,201707070,boxscore,TEX,LAA,W,10,0,,42-44,2, 16.5,Hamels,Nolasco,,2:49,N,"40,276",++,True,1286,2017
87,201707070,boxscore,ARI,CIN,W,6,3,,53-34,2, 5.5,Greinke,Adleman,Rodney,2:57,N,"27,006",+,True,1287,2017
86,201707070,boxscore,CHC,PIT,W,6,1,,43-43,2, 4.5,Edwards,Williams,,3:46,D,"41,294",+,True,1288,2017
88,201707070,boxscore,TBR,BOS,L,3,8,,45-43,3, 5.5,Pomeranz,Odorizzi,,3:24,N,"24,842",-,True,1289,2017
86,201707070,boxscore,STL,NYM,L,5,6,,41-45,3, 6.5,deGrom,Martinez,Reed,2:47,N,"43,849",-,True,1290,2017
85,201707070,boxscore,CLE,DET,W,11,2,,46-39,1,up 1.5,Carrasco,Zimmermann,,3:21,N,"32,307",++,True,1291,2017
86,201707070,boxscore,WSN,ATL,W-wo,5,4,10,51-35,1,up 9.5,Albers,Krol,,3:28,N,"32,664",+,True,1292,2017
88,201707070,boxscore,LAD,KCR,W,4,1,,59-29,1,up 5.5,Maeda,Hammel,Jansen,2:59,N,"48,017",++++,True,1293,2017
85,201707070,boxscore,PHI,SDP,L,3,4,,28-57,5, 22.5,Hand,Neris,Maurer,2:41,N,"38,533",----,True,1294,2017
84,201707070,boxscore,NYY,MIL,L,4,9,,44-40,2, 4.5,Hader,Clippard,,3:57,N,"43,472",---,True,1295,2017
87,201707080,boxscore,WSN,ATL,L,0,13,,51-36,1,up 8.5,Teheran,Strasburg,,3:12,D,"38,439",-,True,1296,2017
89,201707080,boxscore,SEA,OAK,L,3,4,,42-47,4, 17.5,Doolittle,Diaz,Casilla,2:54,N,"28,694",-,True,1297,2017
87,201707080,boxscore,TOR,HOU,W,7,2,,41-46,4, 8.5,Stroman,Fiers,,2:44,D,"46,659",+,True,1298,2017
87,201707080,boxscore,CHC,PIT,L,2,4,,43-44,2, 4.5,Nova,Arrieta,Rivero,2:59,N,"41,865",-,True,1299,2017
86,201707080,boxscore,CLE,DET,W,4,0,,47-39,1,up 2.5,Clevinger,Verlander,,3:15,N,"34,726",+++,True,1300,2017
90,201707080,boxscore,COL,CHW,L,4,5,,51-39,3, 9.5,Kahnle,Holland,Robertson,3:09,N,"48,118",-,True,1301,2017
87,201707080,boxscore,STL,NYM,W,4,1,,42-45,3, 5.5,Wainwright,Wheeler,Oh,3:07,D,"44,013",+,True,1302,2017
87,201707080,boxscore,MIN,BAL,L,1,5,,45-42,2, 2.5,Miley,Mejia,,3:04,D,"26,323",-,True,1303,2017
85,201707080,boxscore,NYY,MIL,W-wo,5,3,,45-40,2, 3.5,Chapman,Knebel,,2:36,D,"40,224",+,True,1304,2017
87,201707080,boxscore,TEX,LAA,W,5,2,,43-44,2, 15.5,Ross,Chavez,,3:13,N,"36,817",+++,True,1305,2017
89,201707080,boxscore,LAD,KCR,W-wo,5,4,10,60-29,1,up 6.5,Stripling,Alexander,,3:43,D,"45,225",+++++,True,1306,2017
89,201707080,boxscore,SFG,MIA,L,4,5,,34-55,5, 26.0,O'Grady,Samardzija,Ramos,3:01,N,"41,480",---,True,1307,2017
88,201707080,boxscore,ARI,CIN,L,0,7,,53-35,2, 6.5,Castillo,Walker,,3:00,N,"29,806",-,True,1308,2017
86,201707080,boxscore,PHI,SDP,L,1,2,,28-58,5, 22.5,Chacin,Nola,Maurer,2:30,D,"33,216",-----,True,1309,2017
89,201707080,boxscore,TBR,BOS,W,1,0,,46-43,3, 4.5,Cobb,Porcello,Colome,2:41,D,"23,419",+,True,1310,2017
90,201707090,boxscore,SEA,OAK,W,4,0,,43-47,4, 17.5,Hernandez,Gossett,,2:39,D,"32,661",+,True,1311,2017
87,201707090,boxscore,CLE,DET,L,3,5,,47-40,1,up 2.5,Fulmer,Goody,Wilson,3:49,N,"24,915",-,True,1312,2017
90,201707090,boxscore,SFG,MIA,L,8,10,11,34-56,5, 27.0,Wittgren,Kontos,Ramos,4:10,D,"41,516",----,True,1313,2017
88,201707090,boxscore,STL,NYM,W,6,0,,43-45,2, 5.5,Lynn,Matz,,2:28,D,"42,925",++,True,1314,2017
88,201707090,boxscore,TEX,LAA,L,0,3,,43-45,2, 16.5,Ramirez,Darvish,Norris,3:08,D,"28,384",-,True,1315,2017
90,201707090,boxscore,TBR,BOS,W,5,3,,47-43,2, 3.5,Boxberger,Kelly,Colome,3:07,D,"20,812",++,True,1316,2017
86,201707090,boxscore,NYY,MIL,L,3,5,,45-41,2, 3.5,Nelson,Tanaka,Knebel,3:59,D,"43,952",-,True,1317,2017
87,201707090,boxscore,PHI,SDP,W,7,1,,29-58,5, 22.5,Eickhoff,Cahill,,2:45,D,"21,184",+,True,1318,2017
90,201707090,boxscore,LAD,KCR,W,5,2,,61-29,1,up 7.5,Kershaw,Duffy,,2:16,D,"41,524",++++++,True,1319,2017
88,201707090,boxscore,MIN,BAL,L,5,11,,45-43,2, 2.5,Jimenez,Gibson,,3:11,D,"25,848",--,True,1320,2017
88,201707090,boxscore,CHC,PIT,L,3,14,,43-45,2, 5.5,Schugel,Lester,,3:14,D,"41,604",--,True,1321,2017
89,201707090,boxscore,ARI,CIN,L,1,2,,53-36,2, 7.5,Bailey,Corbin,Iglesias,2:53,D,"24,923",--,True,1322,2017
88,201707090,boxscore,WSN,ATL,W,10,5,,52-36,1,up 9.5,Grace,Newcomb,,3:32,D,"35,030",+,True,1323,2017
91,201707090,boxscore,COL,CHW,W,10,0,,52-39,3, 9.5,Freeland,Rodon,,3:13,D,"36,541",+,True,1324,2017
88,201707090,boxscore,TOR,HOU,L,1,19,,41-47,5, 8.5,Peacock,Happ,,3:24,D,"46,622",-,True,1325,2017
89,201707140,boxscore,BAL,CHC,L,8,9,,42-47,4, 8.5,Uehara,Brach,Davis,3:42,N,"34,335",-,True,1326,2017
89,201707140,boxscore,CIN,WSN,L,0,5,,39-50,5, 10.5,Gonzalez,Adleman,Grace,2:55,N,"28,916",-,True,1327,2017
89,201707140,boxscore,SDP,SFG,L,4,5,,38-51,4, 23.0,Gearrin,Richard,Dyson,3:27,N,"34,970",--,True,1328,2017
90,201707140,boxscore,OAK,CLE,W,5,0,,40-50,5, 21.0,Gray,Carrasco,,2:48,N,"19,870",+,True,1329,2017
90,201707140,boxscore,PIT,STL,W-wo,5,2,,43-47,4, 7.0,Rivero,Oh,,3:06,N,"24,988",+++,True,1330,2017
88,201707140,boxscore,DET,TOR,L,2,7,,39-49,4, 8.0,Sanchez,Verlander,,3:48,N,"37,879",-,True,1331,2017
87,201707140,boxscore,NYM,COL,W,14,2,,40-47,4, 12.0,deGrom,Gray,,3:21,N,"27,582",+,True,1332,2017
88,201707140,boxscore,CHW,SEA,L,2,4,,38-50,5, 9.0,Paxton,Shields,Diaz,2:50,N,"20,311",--,True,1333,2017
92,201707140,boxscore,MIL,PHI,W,9,6,,51-41,1,up 5.5,Davies,Pivetta,Knebel,3:10,N,"41,941",++,True,1334,2017
88,201707140,boxscore,ATL,ARI,W,4,3,,43-45,2, 9.5,Brothers,Bradley,Johnson,3:02,N,"38,852",+,True,1335,2017
93,201707140,boxscore,LAA,TBR,L,1,2,10,45-48,3, 17.5,Boxberger,Bedrosian,Colome,3:04,N,"38,119",-,True,1336,2017
90,201707140,boxscore,BOS,NYY,W-wo,5,4,,51-39,1,up 3.5,Scott,Chapman,,3:27,N,"37,570",+,True,1337,2017
90,201707140,boxscore,HOU,MIN,W,10,5,,61-29,1,up16.5,Morton,Berrios,,3:42,N,"38,006",++,True,1338,2017
88,201707140,boxscore,KCR,TEX,L,3,5,,44-44,3, 3.0,Perez,Minor,Claudio,2:58,N,"35,591",----,True,1339,2017
88,201707140,boxscore,MIA,LAD,L,4,6,,41-47,3, 11.5,Fields,Ramos,Jansen,3:00,N,"21,858",-,True,1340,2017
91,201707150,boxscore,PIT,STL,L,0,4,,43-48,4, 8.0,Lynn,Taillon,,3:00,N,"35,658",-,True,1341,2017
88,201707150,boxscore,NYM,COL,W,9,3,,41-47,3, 12.0,Lugo,Chatwood,,3:00,N,"34,783",++,True,1342,2017
89,201707150,boxscore,ATL,ARI,W,8,5,,44-45,2, 9.5,Krol,Delgado,Johnson,3:28,N,"41,627",++,True,1343,2017
89,201707150,boxscore,KCR,TEX,L,0,1,,44-45,3, 3.0,Leclerc,Duffy,Claudio,2:32,N,"32,907",-----,True,1344,2017
91,201707150,boxscore,BOS,NYY,L,1,4,16,51-40,1,up 2.5,Heller,Fister,,5:50,D,"36,936",-,True,1345,2017
91,201707150,boxscore,HOU,MIN,L,2,4,,61-30,1,up15.5,Santana,Musgrove,Kintzler,3:21,N,"41,038",-,True,1346,2017
89,201707150,boxscore,DET,TOR,W,11,1,,40-49,4, 7.0,Fulmer,Liriano,,2:47,N,"40,036",+,True,1347,2017
90,201707150,boxscore,BAL,CHC,L,3,10,,42-48,4, 8.5,Arrieta,Miley,,3:02,N,"40,258",--,True,1348,2017
90,201707150,boxscore,CIN,WSN,L,7,10,,39-51,5, 11.5,Scherzer,Castillo,Grace,3:32,N,"36,462",--,True,1349,2017
89,201707150,boxscore,CHW,SEA,L,3,4,,38-51,5, 9.0,Hernandez,Swarzak,Diaz,3:26,N,"21,743",---,True,1350,2017
94,201707150,boxscore,LAA,TBR,L,3,6,,45-49,4, 17.5,Cobb,Ramirez,,3:00,N,"38,515",--,True,1351,2017
89,201707150,boxscore,MIA,LAD,L,1,7,,41-48,4, 12.5,Wood,Urena,,3:19,N,"22,609",--,True,1352,2017
91,201707150,boxscore,OAK,CLE,W-wo,5,3,,41-50,5, 20.0,Madson,Miller,,2:35,N,"33,021",++,True,1353,2017
93,201707150,boxscore,MIL,PHI,W,3,2,,52-41,1,up 5.5,Barnes,Benoit,Knebel,2:44,N,"37,950",+++,True,1354,2017
90,201707150,boxscore,SDP,SFG,W-wo,5,3,,39-51,4, 23.0,Maurer,Gearrin,,2:53,N,"36,266",+,True,1355,2017
92,201707160,boxscore,HOU,MIN,W,5,3,,62-30,1,up16.5,Fiers,Gibson,Giles,2:47,D,"38,253",+,True,1356,2017
91,201707160,boxscore,BAL,CHC,L,0,8,,42-49,4, 9.0,Quintana,Jimenez,,2:56,D,"31,105",---,True,1357,2017
90,201707160,boxscore,DET,TOR,W-wo,6,5,11,41-49,4, 6.0,Saupold,Beliveau,,4:16,D,"37,173",++,True,1358,2017
90,201707160,boxscore,KCR,TEX,W-wo,4,3,,45-45,3, 2.0,Herrera,Grilli,,3:11,D,"23,163",+,True,1359,2017
89,201707160,boxscore,NYM,COL,L,4,13,,41-48,3, 13.0,Hoffman,Matz,,3:26,D,"28,745",-,True,1360,2017
95,201707160,boxscore,LAA,TBR,W,4,3,,46-49,4, 17.5,Hernandez,Diaz,Norris,3:03,D,"36,178",+,True,1361,2017
90,201707160,boxscore,ATL,ARI,W,7,1,,45-45,2, 9.5,Garcia,Godley,,2:47,D,"36,637",+++,True,1362,2017
94,201707160,boxscore,MIL,PHI,L,2,5,,52-42,1,up 4.5,Hellickson,Scahill,Neris,3:18,D,"41,747",-,True,1363,2017
90,201707160,boxscore,CHW,SEA,L,6,7,10,38-52,5, 9.0,Vincent,Beck,Diaz,3:22,D,"24,502",----,True,1364,2017
90,201707160,boxscore,MIA,LAD,L,2,3,,41-49,4, 13.5,Hill,O'Grady,Jansen,3:18,D,"22,119",---,True,1365,2017
91,201707160,boxscore,SDP,SFG,W,7,1,,40-51,4, 23.0,Cahill,Samardzija,,2:39,D,"30,561",++,True,1366,2017
91,201707160,boxscore,CIN,WSN,L,4,14,,39-52,5, 11.5,Roark,Bailey,,3:31,D,"25,712",---,True,1367,2017
92,201707160,boxscore,OAK,CLE,W,7,3,,42-50,5, 20.0,Manaea,Bauer,,3:08,D,"25,509",+++,True,1368,2017
92,201707160,boxscore,PIT,STL,W-wo,4,3,,44-48,4, 7.0,LeBlanc,Cecil,,3:02,D,"29,247",+,True,1369,2017
92,201707161,boxscore,BOS,NYY,L,0,3,,51-41,1,up 3.0,Sabathia,Porcello,Chapman,3:13,D,"37,343",--,True,1370,2017
93,201707162,boxscore,BOS,NYY,W,3,0,,52-41,1,up 3.0,Price,Tanaka,Kimbrel,2:59,N,"36,719",+,True,1371,2017
91,201707170,boxscore,KCR,DET,L,2,10,,45-46,3, 3.0,Zimmermann,Vargas,,3:29,N,"26,359",-,True,1372,2017
92,201707170,boxscore,CIN,WSN,L,1,6,,39-53,5, 11.5,Strasburg,Feldman,,2:58,D,"17,574",----,True,1373,2017
92,201707170,boxscore,BAL,TEX,W,3,1,,43-49,4, 8.0,Bleier,Cashner,Brach,2:55,N,"14,922",+,True,1374,2017
90,201707170,boxscore,NYM,STL,L,3,6,,41-49,4, 14.0,Wainwright,Wheeler,Cecil,3:20,N,"29,977",--,True,1375,2017
91,201707170,boxscore,MIA,PHI,W-wo,6,5,10,42-49,3, 13.5,Steckenrider,Leiter,,3:41,N,"17,146",+,True,1376,2017
92,201707170,boxscore,MIN,NYY,W,4,2,,47-45,2, 1.5,Rogers,Smith,Kintzler,3:02,N,"27,566",+,True,1377,2017
94,201707170,boxscore,BOS,TOR,L,3,4,,52-42,1,up 2.0,Tepera,Hembree,Osuna,3:18,N,"36,144",-,True,1378,2017
93,201707170,boxscore,HOU,SEA,L,7,9,10,62-31,1,up15.5,Gallardo,Sipp,Diaz,3:49,N,"24,701",-,True,1379,2017
95,201707170,boxscore,COL,SDP,W,9,6,,54-41,3, 11.0,Marquez,Perdomo,Holland,3:23,N,"37,561",++,True,1380,2017
93,201707170,boxscore,PIT,MIL,W,4,2,,45-48,4, 6.0,Hudson,Hader,Rivero,3:15,N,"18,506",++,True,1381,2017
93,201707170,boxscore,OAK,TBR,L,2,3,,42-51,5, 20.0,Odorizzi,Gossett,Colome,2:48,N,"9,736",-,True,1382,2017
91,201707170,boxscore,ATL,CHC,L,3,4,,45-46,2, 10.5,Lester,Teheran,Davis,3:17,N,"41,256",-,True,1383,2017
94,201707170,boxscore,SFG,CLE,L,3,5,,35-59,5, 29.5,Tomlin,Moore,Allen,2:33,N,"39,538",---,True,1384,2017
94,201707180,boxscore,OAK,TBR,L,3,4,,42-52,5, 21.0,Kolarek,Casilla,Colome,2:50,N,"15,231",--,True,1385,2017
91,201707180,boxscore,NYM,STL,L,0,5,,41-50,4, 15.0,Wacha,Montero,,2:52,N,"29,964",---,True,1386,2017
94,201707180,boxscore,HOU,SEA,W,6,2,,63-31,1,up16.5,Peacock,Gaviglio,Gregerson,3:02,N,"27,111",+,True,1387,2017
92,201707180,boxscore,ATL,CHC,L,1,5,,45-47,2, 11.5,Lackey,Newcomb,,3:01,N,"41,541",--,True,1388,2017
92,201707180,boxscore,KCR,DET,L,3,9,,45-47,3, 3.0,Boyd,Wood,,2:54,N,"22,908",--,True,1389,2017
93,201707180,boxscore,BAL,TEX,W,12,1,,44-49,4, 8.0,Bundy,Ross,,3:23,N,"18,119",++,True,1390,2017
95,201707180,boxscore,SFG,CLE,W-wo,2,1,10,36-59,5, 29.5,Dyson,Allen,,3:04,N,"39,151",+,True,1391,2017
93,201707180,boxscore,MIN,NYY,L,3,6,,47-46,2, 1.5,Shreve,Colon,Chapman,3:28,N,"33,114",-,True,1392,2017
95,201707180,boxscore,BOS,TOR,W-wo,5,4,15,53-42,1,up 2.0,Velazquez,Bolsinger,,4:59,N,"36,488",+,True,1393,2017
92,201707180,boxscore,MIA,PHI,L,2,5,,42-50,3, 14.5,Neshek,McGowan,Neris,2:41,N,"18,176",-,True,1394,2017
91,201707180,boxscore,CHW,LAD,L,0,1,,38-53,5, 9.5,Kershaw,Gonzalez,Jansen,3:21,N,"23,088",-----,True,1395,2017
93,201707180,boxscore,CIN,ARI,L,2,11,,39-54,5, 11.5,Ray,Romano,,3:05,N,"19,989",-----,True,1396,2017
96,201707180,boxscore,COL,SDP,W,9,7,,55-41,3, 11.0,Senzatela,Lamet,Holland,3:14,N,"40,101",+++,True,1397,2017
96,201707180,boxscore,LAA,WSN,L,3,4,,46-50,4, 18.0,Jackson,Bedrosian,Doolittle,2:57,N,"43,345",-,True,1398,2017
94,201707180,boxscore,PIT,MIL,W,4,3,,46-48,4, 5.0,Nova,Drake,Rivero,2:58,N,"20,462",+++,True,1399,2017
92,201707190,boxscore,NYM,STL,W,7,3,,42-50,3, 14.0,deGrom,Leake,Reed,2:59,N,"32,228",+,True,1400,2017
94,201707190,boxscore,MIN,NYY,W,6,1,,48-46,2, 0.5,Berrios,Montgomery,,2:58,D,"33,380",+,True,1401,2017
96,201707190,boxscore,SFG,CLE,W,5,4,,37-59,5, 29.5,Gearrin,Shaw,Dyson,3:16,D,"41,067",++,True,1402,2017
95,201707190,boxscore,HOU,SEA,L,1,4,,63-32,1,up15.5,Paxton,Morton,Diaz,2:51,D,"35,191",-,True,1403,2017
95,201707190,boxscore,PIT,MIL,W-wo,3,2,10,47-48,3, 4.0,Watson,Hughes,,3:23,N,"24,401",++++,True,1404,2017
95,201707190,boxscore,OAK,TBR,W,7,2,,43-52,5, 20.0,Gray,Faria,,3:08,D,"17,019",+,True,1405,2017
93,201707190,boxscore,ATL,CHC,L,2,8,,45-48,2, 11.5,Montgomery,Dickey,,3:05,D,"40,054",---,True,1406,2017
93,201707190,boxscore,MIA,PHI,L,3,10,,42-51,4, 14.5,Pivetta,Straily,,3:04,D,"31,854",--,True,1407,2017
97,201707190,boxscore,LAA,WSN,W,7,0,,47-50,3, 17.0,Meyer,Gonzalez,,2:47,N,"41,065",+,True,1408,2017
97,201707190,boxscore,COL,SDP,W,18,4,,56-41,2, 11.0,Gray,Richard,,3:30,D,"37,128",++++,True,1409,2017
93,201707190,boxscore,KCR,DET,W-wo,4,3,,46-47,3, 2.0,McCarthy,Wilson,,3:16,N,"30,105",+,True,1410,2017
92,201707190,boxscore,CHW,LAD,L,1,9,8,38-54,5, 9.5,Maeda,Rodon,,2:58,N,"24,907",------,True,1411,2017
94,201707190,boxscore,BAL,TEX,W,10,2,,45-49,4, 8.0,Gausman,Perez,,2:50,N,"15,693",+++,True,1412,2017
94,201707190,boxscore,CIN,ARI,W-wo,4,3,11,40-54,5, 10.5,Lorenzen,McFarland,,3:59,N,"16,573",+,True,1413,2017
96,201707190,boxscore,BOS,TOR,W,5,1,,54-42,1,up 3.0,Pomeranz,Sanchez,,2:47,N,"37,360",++,True,1414,2017
96,201707200,boxscore,PIT,MIL,W,4,2,,48-48,3, 3.0,Taillon,Nelson,Rivero,3:03,D,"33,493",+++++,True,1415,2017
97,201707200,boxscore,SEA,NYY,L,1,4,,48-49,2, 16.0,Severino,Hernandez,,3:14,N,"35,175",-,True,1416,2017
93,201707200,boxscore,NYM,STL,W-wo,3,2,,43-50,3, 13.5,Reed,Rosenthal,,2:47,D,"39,640",++,True,1417,2017
95,201707200,boxscore,CIN,ARI,L,2,12,,40-55,5, 10.5,Corbin,Castillo,,2:47,D,"19,711",-,True,1418,2017
97,201707200,boxscore,SFG,SDP,L,2,5,,37-60,5, 29.5,Chacin,Bumgarner,Maurer,2:59,N,"41,166",-,True,1419,2017
96,201707200,boxscore,LAD,ATL,L,3,6,,66-30,1,up10.5,Foltynewicz,McCarthy,Johnson,2:49,N,"45,636",-,True,1420,2017
95,201707200,boxscore,BAL,TEX,W,9,7,,46-49,4, 7.0,Castro,Hamels,,3:11,N,"14,961",++++,True,1421,2017
94,201707200,boxscore,KCR,DET,W,16,4,,47-47,3, 1.5,Duffy,Fulmer,,3:34,N,"29,018",++,True,1422,2017
97,201707200,boxscore,BOS,TOR,L,6,8,,54-43,1,up 2.5,Leone,Fister,Osuna,3:25,D,"37,094",-,True,1423,2017
95,201707210,boxscore,KCR,CHW,W-wo,7,6,10,48-47,2, 1.5,Feliz,Clippard,,4:10,N,"29,647",+++,True,1424,2017
98,201707210,boxscore,SEA,NYY,L,1,5,,48-50,2, 17.0,Sabathia,Moore,,2:50,N,"34,073",--,True,1425,2017
98,201707210,boxscore,SFG,SDP,L,9,12,11,37-61,5, 29.5,Maton,Kontos,,4:46,N,"41,145",--,True,1426,2017
96,201707210,boxscore,ARI,WSN,W-wo,6,5,,56-40,2, 9.5,Rodney,Romero,,3:23,N,"37,858",++,True,1427,2017
97,201707210,boxscore,TBR,TEX,L,3,4,10,51-46,2, 3.5,Claudio,Boxberger,,3:10,N,"24,461",--,True,1428,2017
95,201707210,boxscore,CHC,STL,L,4,11,,49-46,2, 1.0,Bowman,Edwards,,3:17,D,"42,186",-,True,1429,2017
98,201707210,boxscore,COL,PIT,L,5,13,,56-42,3, 10.5,Williams,Hoffman,,3:36,N,"41,192",-,True,1430,2017
96,201707210,boxscore,CIN,MIA,L,1,3,,40-56,5, 10.5,Urena,Bailey,Ramos,2:57,N,"21,851",--,True,1431,2017
94,201707210,boxscore,CLE,TOR,W,13,3,,49-45,1,up 1.5,Bauer,Estrada,,3:23,N,"34,284",+,True,1432,2017
94,201707210,boxscore,PHI,MIL,W,6,1,,33-61,5, 23.5,Nola,Garza,,3:02,N,"17,550",+++,True,1433,2017
97,201707210,boxscore,LAD,ATL,L,3,12,,66-31,1,up 9.5,Garcia,Wood,,3:07,N,"46,083",--,True,1434,2017
96,201707210,boxscore,BAL,HOU,L,7,8,,46-50,4, 8.0,Fiers,Jimenez,Giles,3:02,N,"25,784",-,True,1435,2017
98,201707210,boxscore,LAA,BOS,L,2,6,,47-51,3, 18.0,Sale,Nolasco,,3:05,N,"37,714",-,True,1436,2017
95,201707210,boxscore,MIN,DET,L,3,6,,48-47,2, 1.5,Sanchez,Santana,Wilson,3:34,N,"22,369",-,True,1437,2017
94,201707210,boxscore,NYM,OAK,W,7,5,,44-50,3, 12.5,Robles,Blackburn,Blevins,3:14,N,"26,969",+++,True,1438,2017
96,201707220,boxscore,KCR,CHW,W,7,2,,49-47,2, 1.5,Alexander,Holmberg,,3:20,N,"34,088",++++,True,1439,2017
98,201707220,boxscore,LAD,ATL,W,6,2,,67-31,1,up10.5,Hill,Teheran,,2:51,N,"47,497",+,True,1440,2017
97,201707220,boxscore,BAL,HOU,L,4,8,,46-51,4, 8.0,Martes,O'Day,,3:28,N,"32,524",--,True,1441,2017
95,201707220,boxscore,CLE,TOR,W-wo,2,1,10,50-45,1,up 1.5,Shaw,Barnes,,3:01,N,"34,569",++,True,1442,2017
98,201707220,boxscore,TBR,TEX,L,3,4,,51-47,2, 3.5,Cashner,Archer,Claudio,2:56,N,"20,568",---,True,1443,2017
95,201707220,boxscore,PHI,MIL,L,8,9,,33-62,5, 24.5,Barnes,Neris,Knebel,3:24,N,"17,712",-,True,1444,2017
99,201707220,boxscore,LAA,BOS,W,7,3,,48-51,3, 18.0,Ramirez,Price,,3:07,N,"43,829",+,True,1445,2017
99,201707220,boxscore,COL,PIT,W,7,3,,57-42,2, 10.5,Marquez,Kuhl,Holland,3:07,N,"48,235",+,True,1446,2017
97,201707220,boxscore,ARI,WSN,L,3,4,,56-41,2, 10.5,Roark,Banda,Doolittle,2:56,N,"39,176",-,True,1447,2017
96,201707220,boxscore,MIN,DET,W,6,5,,49-47,2, 1.5,Gibson,Zimmermann,Kintzler,3:20,N,"33,700",+,True,1448,2017
95,201707220,boxscore,NYM,OAK,W-wo,6,5,,45-50,3, 12.5,Robles,Castro,,3:07,N,"39,629",++++,True,1449,2017
96,201707220,boxscore,CHC,STL,W,3,2,,50-46,2, 1.0,Lester,Bowman,Davis,2:34,D,"41,969",+,True,1450,2017
99,201707220,boxscore,SEA,NYY,W-wo,6,5,10,49-50,2, 17.0,Zych,Warren,,3:28,N,"46,197",+,True,1451,2017
99,201707220,boxscore,SFG,SDP,W-wo,5,4,12,38-61,5, 29.5,Osich,Quackenbush,,3:57,D,"40,936",+,True,1452,2017
